103.000000	269.631827	-32.312736	-28.363401	-21.661501	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1712010104.941110	0.000000
103.000000	208.836014	-0.718061	1.077091	6.223194	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1712010104.941110	0.000000
104.000000	197.107687	50.982316	45.596860	32.312736	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1712010104.956713	0.000000
104.000000	124.463871	12.566064	9.574144	10.890589	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1712010104.956713	0.000000
105.000000	-262.092189	-34.945625	-31.714352	-19.626995	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1712010104.961153	0.000000
105.000000	394.933435	-0.598384	0.239354	2.513213	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1712010104.961153	0.000000
106.000000	239.951981	47.870719	44.280415	37.219484	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1712010104.970898	0.000000
106.000000	-492.110996	8.138022	10.770912	5.744486	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1712010104.970898	0.000000
107.000000	117.163586	-37.458838	-30.637260	-19.028611	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1712010104.986516	0.000000
107.000000	352.807202	-1.675475	5.146102	1.077091	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1712010104.986516	0.000000
108.000000	-343.951119	43.442678	42.604940	34.227564	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1712010104.990679	0.000000
108.000000	-112.137160	11.967680	8.975760	8.616729	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1712010104.990679	0.000000
109.000000	401.755013	-34.586595	-33.509504	-21.063117	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1712010105.000239	0.000000
109.000000	371.955490	-3.470627	1.316445	1.555798	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1712010105.000239	0.000000
110.000000	-243.422608	46.434598	43.801708	31.235644	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1712010105.015791	0.000000
110.000000	-61.633551	10.052851	9.933174	11.848003	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1712010105.015791	0.000000
111.000000	29.320816	-36.621100	-31.834028	-19.148288	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1712010105.020119	0.000000
111.000000	-292.849126	0.718061	1.436122	1.555798	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1712010105.020119	0.000000
112.000000	422.219745	49.187164	39.732697	31.115968	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1712010105.030287	0.000000
112.000000	64.027087	10.172528	12.566064	11.369296	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1712010105.030287	0.000000
113.000000	-266.639907	-34.107888	-34.466918	-15.557984	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1712010105.046715	0.000000
