Sample Index,EXG Channel 0,EXG Channel 1,EXG Channel 2,EXG Channel 3,Accel Channel 0,Accel Channel 1,Accel Channel 2,Other,Other,Other,Other,Other,Timestamp,Other,Timestamp (Formatted)
31.0,-29.186179254204035,377.70184627501294,-12750.190345636569,-396.99973004637286,-1.0400000493973494,-1.0400000493973494,1.0400000493973494,0.0,0.0,0.0,0.0,0.0,1.705528521250931E9,0.0,2024-01-17 18:55:21.250
31.0,-29.709765248000622,377.9075407725759,-12750.182865836658,-397.07826794544235,-1.0400000493973494,-1.0400000493973494,1.0400000493973494,0.0,0.0,0.0,0.0,0.0,1.70552852125098E9,0.0,2024-01-17 18:55:21.250
32.0,-29.197398954071105,377.61956847598776,-12750.455878533423,-397.18298514420167,-1.0400000493973494,-1.0400000493973494,1.0400000493973494,0.0,0.0,0.0,0.0,0.0,1.705528521264557E9,0.0,2024-01-17 18:55:21.264
32.0,-28.382100763730705,377.230618880596,-12750.728891230188,-397.22786394366995,-1.0400000493973494,-1.0400000493973494,1.0400000493973494,0.0,0.0,0.0,0.0,0.0,1.705528521264566E9,0.0,2024-01-17 18:55:21.264
33.0,-28.98796455655247,377.4138739784248,-12750.755070529878,-397.22412404371426,-1.0400000493973494,-1.0400000493973494,1.0400000493973494,0.0,0.0,0.0,0.0,0.0,1.705528521266178E9,0.0,2024-01-17 18:55:21.266
33.0,-29.620007649064064,377.5410305769183,-12750.635393731296,-397.287702342961,-1.0400000493973494,-1.0400000493973494,1.0400000493973494,0.0,0.0,0.0,0.0,0.0,1.705528521266186E9,0.0,2024-01-17 18:55:21.266
34.0,-29.35073485225439,377.18574008112773,-12750.784989729524,-397.4672175408341,-1.0400000493973494,-1.0400000493973494,1.0400000493973494,0.0,0.0,0.0,0.0,0.0,1.705528521280892E9,0.0,2024-01-17 18:55:21.280
34.0,-28.6064947610721,376.9351667840965,-12751.054262526333,-397.51583624025807,-1.0400000493973494,-1.0400000493973494,1.0400000493973494,0.0,0.0,0.0,0.0,0.0,1.705528521280917E9,0.0,2024-01-17 18:55:21.280
35.0,-29.477891450747848,377.0062248832546,-12751.050522626378,-397.63177313888445,-1.0400000493973494,-1.0400000493973494,1.0400000493973494,0.0,0.0,0.0,0.0,0.0,1.705528521294645E9,0.0,2024-01-17 18:55:21.294
35.0,-30.15107344277203,377.1296415817924,-12750.986944327131,-397.71031103795394,-1.0400000493973494,-1.0400000493973494,1.0400000493973494,0.0,0.0,0.0,0.0,0.0,1.70552852129466E9,0.0,2024-01-17 18:55:21.294
36.0,-29.84440164640546,376.9389066840522,-12751.244997424074,-397.88608633587137,-1.0400000493973494,-1.0400000493973494,1.0400000493973494,0.0,0.0,0.0,0.0,0.0,1.705528521296269E9,0.0,2024-01-17 18:55:21.296
36.0,-29.35073485225439,376.62101518781856,-12751.454431821592,-398.00576313445345,-1.0400000493973494,-1.0400000493973494,1.0400000493973494,0.0,0.0,0.0,0.0,0.0,1.70552852129628E9,0.0,2024-01-17 18:55:21.296
37.0,-29.83692184649408,376.92768698418513,-12751.402073222212,-398.1740586324595,-1.0400000493973494,-1.0400000493973494,1.0400000493973494,0.0,0.0,0.0,0.0,0.0,1.705528521310661E9,0.0,2024-01-17 18:55:21.310
