Sample Index,EXG Channel 0,EXG Channel 1,EXG Channel 2,EXG Channel 3,Accel Channel 0,Accel Channel 1,Accel Channel 2,Other,Other,Other,Other,Other,Timestamp,Other,Timestamp (Formatted)
0.0,-62.11225846409798,1654.4270231984556,2941.2779792519286,-32.91111961007118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.705532316007817E9,0.0,2024-01-17 19:58:36.007
1.0,-61.56623307056725,1653.226515312679,2940.5449588606134,-33.03827620856464,0.0,-1.0400000493973494,0.0,0.0,0.0,0.0,0.0,0.0,1.705532316021106E9,0.0,2024-01-17 19:58:36.021
1.0,-61.16606377530843,1651.6445376314223,2939.632423271425,-33.30754900537431,0.0,-1.0400000493973494,0.0,0.0,0.0,0.0,0.0,0.0,1.705532316021118E9,0.0,2024-01-17 19:58:36.021
2.0,-60.02165438886732,1650.5936257438734,2938.622650283389,-33.36364750470966,-1.0400000493973494,-1.0400000493973494,0.0,0.0,0.0,0.0,0.0,0.0,1.70553231603507E9,0.0,2024-01-17 19:58:36.035
2.0,-59.2886339975521,1649.4791355570778,2937.605397495441,-33.40478640422225,-1.0400000493973494,-1.0400000493973494,0.0,0.0,0.0,0.0,0.0,0.0,1.705532316035084E9,0.0,2024-01-17 19:58:36.035
3.0,-59.87579829059541,1648.7909939652309,2936.498387108557,-33.34494800493121,-1.0400000493973494,-1.0400000493973494,0.0,0.0,0.0,0.0,0.0,0.0,1.705532316036615E9,0.0,2024-01-17 19:58:36.036
3.0,-62.8452788554132,1649.2323021600023,2934.856571028009,-155.67146570561454,-1.0400000493973494,-1.0400000493973494,0.0,0.0,0.0,0.0,0.0,0.0,1.705532316036627E9,0.0,2024-01-17 19:58:36.036
4.0,-57.96470941323787,1650.309393347241,2935.144543324597,-154.2727431221865,-1.0400000493973494,-1.0400000493973494,0.0,0.0,0.0,0.0,0.0,0.0,1.705532316051267E9,0.0,2024-01-17 19:58:36.051
4.0,-56.86143892630935,1647.5418673800305,2933.8393182400614,-155.21145801106468,-1.0400000493973494,-1.0400000493973494,0.0,0.0,0.0,0.0,0.0,0.0,1.70553231605129E9,0.0,2024-01-17 19:58:36.051
5.0,-55.39913804363459,1646.0533871976659,2932.8968634512275,-155.80610210401937,-1.0400000493973494,-1.0400000493973494,0.0,0.0,0.0,0.0,0.0,0.0,1.705532316065047E9,0.0,2024-01-17 19:58:36.065
5.0,-54.85685255005956,1645.896311399527,2931.673916165717,-156.13521330012009,-1.0400000493973494,-1.0400000493973494,0.0,0.0,0.0,0.0,0.0,0.0,1.705532316065063E9,0.0,2024-01-17 19:58:36.065
6.0,-54.03033465985209,1647.5194279802963,2930.189175883308,-155.98935720184818,-1.0400000493973494,-1.0400000493973494,0.0,0.0,0.0,0.0,0.0,0.0,1.705532316066186E9,0.0,2024-01-17 19:58:36.066
